;ID;Name;Age;Overall;Position;Crossing;Finishing;HeadingAccuracy;ShortPassing;Volleys;Dribbling;Curve;FKAccuracy;LongPassing;BallControl;Acceleration;SprintSpeed;Agility;Reactions;Balance;ShotPower;Jumping;Stamina;Strength;LongShots;Aggression;Interceptions;Positioning;Vision;Penalties;Composure;Marking;StandingTackle;SlidingTackle
1692;147006;Diego Castro;35;75;LM;78;71;55;69;68;82;81;72;65;80;66;63;72;80;83;73;73;51;58;72;65;45;76;76;85;81;44;42;40
1693;150590;C. Jallet;34;75;LWB;75;50;70;76;70;69;73;66;74;76;69;72;74;72;74;70;72;76;68;66;75;72;70;74;65;78;75;75;75
1694;224574;O. Pineda;22;75;RDM;67;65;41;78;67;77;68;56;72;75;85;87;91;72;85;72;65;87;57;73;67;67;68;72;63;72;57;65;65
1695;183870;A. Mounier;30;75;LM;74;66;60;76;74;80;78;65;64;80;83;77;84;68;78;70;62;68;60;66;60;38;74;71;70;76;41;32;28
1696;190782;Sandro;29;75;RCM;60;65;66;73;58;69;56;54;72;73;62;65;55;70;59;80;67;56;79;73;89;75;62;70;62;75;82;73;73
1697;198719;N. Redmond;24;75;LM;72;66;33;72;55;81;69;65;61;79;86;83;90;64;88;75;43;69;43;68;38;22;73;72;57;68;23;26;30
1698;199487;G†lvez;29;75;RCB;39;29;72;73;41;54;59;75;71;64;35;37;46;72;54;53;62;74;86;36;87;76;47;50;44;69;67;75;74
1699;157503;A. Song;30;75;CDM;58;55;68;75;52;73;57;41;73;74;68;65;65;70;59;68;71;68;75;42;82;75;62;67;66;75;72;74;72
1700;192575;E. Badu;27;75;CM;69;60;70;76;72;76;64;50;69;75;86;75;88;75;81;76;90;91;66;74;72;74;74;70;58;73;69;74;72
1701;209984;M. Agu;25;75;RDM;47;41;65;74;38;64;44;35;70;70;67;66;68;71;61;56;82;86;76;40;86;76;33;47;46;60;74;78;75
1702;215616;Jason;23;75;RM;69;74;56;74;69;78;70;69;66;76;81;79;79;69;77;75;67;73;67;71;48;50;76;73;68;66;48;41;43
1703;219712;S. Crist¢foro;24;75;CDM;52;50;58;76;36;66;59;35;78;70;69;54;76;70;83;71;72;74;65;68;76;76;60;70;59;70;72;76;72
1704;49472;L. Butelle;35;75;GK;11;11;13;31;12;11;10;15;23;23;35;37;37;66;28;24;63;28;69;12;35;18;15;44;22;59;11;11;11
1705;230465;Allan Bardinho;26;75;RAM;73;71;44;75;51;77;56;55;76;77;66;68;82;66;81;66;46;61;55;70;31;52;72;77;72;71;23;33;32
1706;204355;P. Dummett;26;75;LB;61;41;73;70;33;65;54;52;68;69;65;68;61;75;74;42;75;79;74;35;75;77;56;52;43;65;77;77;81
1707;215107;H. Villalba;23;75;RM;61;73;60;67;70;77;69;55;60;78;92;92;92;74;89;85;53;77;52;78;68;38;74;70;64;69;25;39;30
1708;231235;K. Amian;20;75;RB;68;35;68;73;46;67;69;39;57;69;69;73;71;74;74;53;74;77;73;35;75;73;63;55;42;72;77;77;77
1709;230468;JosÇ Mirazar;34;75;LW;77;64;68;75;64;79;77;76;74;76;77;74;77;74;71;63;45;82;71;66;34;45;75;76;76;67;32;23;22
1710;188484;A. Hern†ndez;27;75;LS;46;75;74;67;72;72;75;60;47;72;85;79;81;74;68;73;70;67;73;71;59;24;77;57;76;74;26;29;22
1711;230469;Ailton Guevara;26;75;CAM;75;75;68;72;63;74;81;75;62;75;70;70;78;72;75;70;73;73;57;75;65;22;76;76;68;75;13;27;23
1712;181573;O. Akhmedov;30;75;CM;67;66;61;74;45;69;51;65;69;76;73;67;65;75;71;82;80;86;69;78;70;74;66;76;64;69;73;72;69
1713;202054;Naldo;29;75;CB;30;29;74;65;24;49;46;41;60;55;43;49;42;71;35;60;76;66;69;41;72;82;26;33;43;68;75;81;79
1714;204102;Y. Ayoub;24;75;CM;81;65;52;75;66;79;74;67;73;78;72;68;74;74;91;75;40;80;69;65;74;68;67;77;70;78;65;72;74
1715;205895;A. Ring;27;75;CDM;66;56;54;75;66;73;70;63;72;73;79;73;78;72;75;73;78;77;74;66;82;75;63;63;59;70;74;76;71
1716;221000;B. Ndiaye;27;75;CM;70;71;59;75;65;78;78;65;70;76;85;85;82;76;76;80;75;86;77;73;77;67;73;74;65;77;75;72;68
1717;226376;Kaku;23;75;CAM;65;66;39;77;51;78;70;66;73;74;85;82;89;64;82;69;56;77;56;68;51;40;70;76;61;71;61;44;40
1718;230475;Adilson Edrada;26;75;CAM;63;73;56;76;68;75;61;66;58;73;79;82;81;66;78;61;69;55;59;73;43;38;76;77;76;67;16;32;44
1719;225356;A. IbargÅen;26;75;LM;70;68;44;68;49;80;61;52;66;74;91;90;92;66;86;65;82;56;37;66;46;34;69;71;53;64;51;24;21
1720;114764;Iraizoz;37;75;GK;11;12;13;29;16;11;12;13;20;15;32;33;28;73;52;20;47;33;83;14;38;23;16;53;13;56;15;11;12
1721;201549;N. Nikoli?;30;75;ST;55;80;72;61;68;67;71;67;42;72;70;72;68;73;72;75;73;74;80;66;57;29;78;65;73;74;39;15;19
1722;202061;J. Kurti?;29;75;RM;67;60;71;77;69;71;68;69;75;75;67;65;65;74;62;80;67;75;84;76;77;75;74;72;65;75;65;75;72
1723;209997;K. Wimmer;25;75;CB;44;21;74;72;27;64;24;28;70;66;53;53;59;71;61;40;64;65;79;25;74;76;35;59;35;69;74;77;76
1724;214605;A. Mej°a;29;75;RDM;59;33;51;74;31;51;36;32;73;69;65;61;66;76;68;67;53;90;85;56;81;76;58;68;37;62;65;73;71
1725;220493;A. Barreca;23;75;LB;78;21;65;66;33;75;67;21;58;75;78;91;79;75;78;53;67;78;65;42;62;70;58;51;22;68;69;74;72
1726;229453;Gil Dias;21;75;RM;66;67;60;72;60;83;59;61;60;80;79;86;80;72;70;72;52;72;67;72;50;39;70;72;53;72;42;53;30
1727;204366;J. Locadia;24;75;ST;67;75;67;72;67;74;65;74;69;70;73;76;66;72;63;84;58;68;78;72;74;37;71;68;69;76;29;34;31
1728;206414;S. Kryvtsov;27;75;RCB;37;38;77;67;24;42;28;29;64;53;64;70;42;72;59;65;64;77;83;42;73;73;55;36;37;77;75;76;74
1729;158543;O. Peralta;34;75;LS;62;72;74;68;72;72;66;56;64;76;69;70;77;75;60;73;80;71;78;69;78;42;80;69;73;80;35;35;46
1730;225359;C. Budescu;29;75;LS;66;70;54;76;65;75;83;79;72;80;58;64;67;76;70;79;46;69;64;76;65;47;70;79;75;67;48;45;52
1731;163407;A. Raggi;34;75;CB;72;44;75;74;50;61;48;39;66;72;51;51;63;73;58;69;69;64;77;56;82;74;59;54;57;74;76;73;75
1732;178255;R. Donk;32;75;LDM;60;60;75;75;42;73;44;39;69;75;52;63;60;68;39;81;81;90;82;67;74;75;64;76;50;73;71;76;68
1733;219728;Edgar MÇndez;27;75;RM;76;74;69;72;74;74;72;33;68;73;86;84;75;64;57;75;72;74;81;66;74;42;72;70;68;73;35;45;34
1734;170320;L. De Silvestri;30;75;RM;80;64;83;76;61;74;68;62;71;76;75;75;68;78;58;74;78;77;78;74;71;74;71;62;52;72;74;77;75
1735;240976;M. Saracchi;20;75;LB;76;64;68;74;48;73;50;61;70;72;87;83;77;71;78;71;76;79;68;68;77;66;71;71;53;72;75;70;72
1736;163665;D. CongrÇ;33;75;LCB;65;25;72;69;26;65;32;23;68;70;49;62;58;65;61;41;73;65;80;26;74;73;51;53;24;66;78;77;76
1737;172113;M. Fritzler;31;75;CDM;43;39;65;76;45;61;59;44;70;70;55;54;66;68;60;66;80;74;72;52;83;78;63;67;51;70;69;77;74
1738;190034;T. Kolodziejczak;26;75;LB;74;26;74;71;30;55;59;34;67;65;78;77;70;69;54;47;79;78;80;43;75;75;62;62;49;55;72;77;75
1739;230227;Caio Nunson;30;75;RCB;53;48;77;71;44;61;69;67;57;59;55;64;46;67;48;51;68;54;84;58;88;66;34;51;46;65;72;77;72
1740;233299;Felipe Vizeu;21;75;ST;45;74;78;60;75;67;57;45;52;73;70;79;67;72;65;78;66;66;79;63;55;25;77;60;68;73;20;24;38
1741;207444;J. Damm;25;75;RM;68;68;65;70;51;77;66;59;62;75;94;95;89;71;66;65;72;77;69;55;68;48;68;60;61;69;42;35;37
1742;209236;Guilherme;27;75;RDM;62;55;63;78;59;64;64;68;74;74;60;63;71;73;69;82;74;70;76;59;79;75;64;73;55;72;68;76;74
1743;219732;G. Nkoudou;23;75;LM;74;65;49;73;74;79;74;58;62;74;89;88;86;74;89;67;56;64;60;71;48;21;72;67;61;70;32;37;42
1744;195668;Joel Robles;28;75;GK;12;11;12;15;13;15;11;20;26;25;46;50;43;66;39;36;64;25;69;11;23;22;13;41;15;54;11;11;14
1745;220245;B. Zungu;25;75;CDM;72;65;59;75;71;76;75;59;75;77;66;68;68;75;66;70;78;89;74;61;74;71;67;72;69;75;67;72;69
1746;230229;Ot†vio Cairinho;26;75;LCB;62;43;72;64;43;44;47;55;61;56;56;61;54;67;63;61;82;61;76;54;82;72;36;44;66;69;77;75;76
1747;204886;P. Gouano;24;75;LCB;32;20;74;64;23;45;28;26;67;57;64;67;55;68;45;42;76;71;78;23;80;74;13;42;33;65;75;75;75
1748;225878;C. Dom°nguez;23;75;LM;70;70;56;74;62;76;67;59;70;73;78;77;76;69;70;68;64;77;68;69;53;43;75;73;71;73;53;33;32
1749;201303;R. Falk;26;75;RCM;68;64;58;77;62;76;55;51;70;76;84;84;88;74;89;66;86;90;64;61;65;57;72;73;54;73;56;50;48
1750;210007;AndrÇ Ramalho;26;75;RCB;46;51;80;73;42;62;58;68;72;68;52;50;67;75;66;74;87;73;77;70;62;78;59;66;42;70;72;74;70
1751;192087;G. Schennikov;27;75;LWB;72;55;66;71;43;67;67;62;69;72;84;76;79;70;72;53;72;84;63;51;74;74;60;66;59;65;74;73;74
1752;206424;M. Morozyuk;30;75;RB;77;59;37;76;69;67;69;80;68;69;74;75;78;82;85;68;63;82;37;69;40;73;44;76;49;70;74;72;74
1753;186456;J. van der Heijden;30;75;LCB;61;49;75;76;42;69;80;73;77;75;40;43;60;74;63;75;82;72;75;68;69;75;65;72;66;80;75;75;73
1754;201818;A. Musa;25;75;LM;67;75;64;63;71;75;60;48;52;73;95;92;87;80;86;77;74;88;48;71;33;24;78;66;69;71;28;28;24
1755;202330;A. Diaby;27;75;RM;69;75;66;69;72;71;62;49;63;66;91;93;87;76;81;75;91;78;58;66;58;33;81;66;63;73;35;34;36
1756;158810;G. ?nler;34;75;CDM;70;56;68;74;70;72;64;68;74;75;49;42;60;70;59;80;73;65;73;75;77;72;61;73;74;77;75;76;72
1757;173146;L. Cigarini;32;75;CM;76;58;48;80;70;71;76;78;79;77;66;55;70;68;77;74;49;64;64;74;62;70;62;77;72;73;73;66;60
1758;206171;J£nior Urso;29;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1759;206427;B. Butko;27;75;RB;74;34;56;71;45;68;61;29;63;70;80;78;76;76;66;66;76;77;63;60;67;75;62;63;36;63;78;72;77
1760;220763;R. Thomas;23;75;RCM;67;52;34;75;50;78;62;63;76;79;77;75;77;74;78;70;84;75;60;61;71;75;64;78;63;77;58;58;56
1761;229723;M. Jensen;22;75;CM;63;65;50;76;50;73;63;66;75;74;74;74;87;74;79;71;72;87;63;69;65;59;69;80;69;80;76;63;54
1762;215644;Burgui;24;75;LM;74;69;55;74;54;78;76;64;63;77;74;78;72;72;63;65;56;78;62;66;35;38;75;69;59;69;59;28;21
1763;225116;A. Meret;21;75;GK;15;17;19;29;20;16;20;21;22;22;41;48;37;70;48;21;68;29;65;17;22;22;20;21;21;67;10;21;12
1764;193116;M. Gonalons;29;75;CDM;61;55;74;74;60;67;57;57;74;74;65;55;63;75;65;77;78;62;78;59;83;77;60;65;68;73;71;79;74
1765;213597;D. ValdÇs;24;75;CAM;67;64;64;75;63;74;70;67;73;75;80;79;74;70;67;75;68;75;74;74;54;53;73;75;55;78;50;52;42
1766;200798;Marafona;31;75;GK;13;18;13;32;19;22;19;17;38;13;36;37;49;69;35;38;53;29;60;16;41;21;13;56;23;41;15;12;13
1767;222558;R. Karsdorp;23;75;RB;77;53;69;72;66;76;60;60;73;75;86;87;65;73;65;80;74;72;69;69;78;67;65;67;52;68;71;75;75
1768;190558;I. Opara;29;75;RCB;24;30;75;68;44;49;40;45;62;57;77;88;74;65;66;58;90;76;85;29;82;75;50;48;47;60;69;73;71
1769;225375;K. Laimer;21;75;RB;69;60;63;76;58;74;65;47;68;75;74;79;73;77;72;68;69;84;68;65;75;73;67;70;54;72;68;73;75
1770;179551;O. Kamara;28;75;LS;54;77;68;64;77;69;61;52;48;75;71;77;72;75;70;75;81;79;77;64;72;34;77;63;71;74;39;20;19
1771;205408;S. Gentiletti;33;75;LCB;49;13;73;60;30;59;58;63;65;65;69;68;61;72;62;78;77;38;78;48;77;75;29;52;43;74;73;77;76
1772;188768;Serey DiÇ;33;75;CDM;56;43;64;73;43;68;59;55;69;73;70;61;77;72;79;62;78;75;74;46;89;75;58;64;50;73;70;76;75
1773;189280;A. Westwood;28;75;CM;76;49;55;80;51;67;71;75;79;74;63;55;70;75;77;71;71;80;66;57;70;74;60;74;55;76;76;72;66
1774;201313;C. Ciano;28;75;RF;72;70;60;73;67;76;75;76;70;77;87;75;82;71;78;70;55;68;62;71;51;25;67;72;70;74;24;23;20
1775;223329;A. Conti;24;75;RM;76;58;64;76;59;74;67;42;69;76;75;82;79;76;68;68;53;87;59;49;73;73;73;63;48;72;76;74;74
1776;176993;Bojan;27;75;CAM;68;70;42;76;75;75;79;66;72;74;75;68;80;69;85;72;43;57;40;69;30;29;73;76;71;74;31;22;19
1777;212067;C. Vargas;29;75;GK;16;16;24;23;13;16;25;23;24;19;42;48;55;72;45;25;69;35;67;13;22;23;12;50;46;32;23;19;15
1778;189795;êder;30;75;ST;35;74;74;70;72;67;66;41;63;69;73;78;69;76;61;81;64;73;83;61;83;47;75;71;73;76;37;33;28
1779;206436;Y. Benzia;23;75;CAM;66;72;64;75;69;79;77;71;68;76;72;68;77;68;72;71;79;72;58;67;61;55;75;77;76;75;33;46;38
1780;170084;W. Hennessey;31;75;GK;11;12;14;29;10;8;12;11;41;23;40;41;48;65;51;34;41;29;68;10;21;22;14;58;17;55;13;18;13
1781;221797;E. Thommy;23;75;LM;80;70;49;74;65;77;76;75;64;78;79;77;87;67;77;69;53;66;51;71;37;27;65;74;57;63;28;37;31
1782;224869;Bustinza;26;75;RCB;76;30;76;72;23;56;45;35;53;71;66;68;63;70;70;44;75;77;70;38;71;78;52;50;33;64;69;77;75
1783;232805;Bernardo;23;75;LB;61;28;64;70;53;63;47;32;53;70;74;77;69;69;66;72;78;76;69;68;74;71;58;49;43;64;75;79;84
1784;177765;P. CissÇ;33;75;ST;63;79;70;72;74;73;75;59;58;76;76;49;78;77;72;79;70;69;72;75;51;30;77;65;80;74;57;19;19
1785;183141;Oier;28;75;GK;23;14;15;34;12;20;24;15;36;20;45;43;48;71;40;20;66;43;66;15;28;20;13;46;25;54;15;18;16
1786;205670;D. Gayle;27;75;LS;59;79;68;64;68;70;54;75;53;71;85;81;83;74;81;76;72;70;62;71;46;35;82;48;73;75;20;24;14
1787;223334;Joelinton;21;75;LS;44;75;72;72;64;76;52;38;56;74;77;79;73;69;69;72;75;69;84;60;63;45;74;64;61;70;29;44;38
1788;159591;A. PÇrez;37;75;RDM;61;55;55;74;59;59;49;56;71;71;49;49;64;75;60;75;68;66;74;74;88;81;69;72;62;84;75;74;66
1789;165735;B. Jones;36;75;GK;19;17;11;28;11;18;13;12;18;22;52;55;25;75;30;24;70;40;72;11;32;23;17;30;35;56;17;13;13
1790;198504;J. Drmi?;25;75;ST;70;75;71;73;74;74;76;51;63;72;75;77;69;72;73;77;72;65;72;72;72;35;75;57;74;72;28;37;40
1791;233064;M. Mount;19;75;LCM;69;67;59;76;61;76;75;76;71;79;77;69;78;70;75;70;46;74;46;68;38;45;63;78;60;70;44;44;30
1792;49000;A. McGregor;36;75;GK;11;19;13;36;15;18;20;14;39;29;33;41;65;70;51;23;73;30;71;14;53;18;13;60;23;68;15;13;13
1793;190824;O. Elabdellaoui;26;75;RB;73;42;60;73;55;75;72;60;68;74;83;82;82;74;81;72;60;85;68;66;72;69;75;69;42;68;69;72;72
1794;210537;R. Steffen;26;75;RW;73;69;61;74;77;75;78;72;67;76;87;86;90;71;80;75;75;79;58;74;67;38;68;71;55;75;48;32;35
1795;213353;K. Kanga;27;75;RCM;65;63;47;78;55;75;61;72;77;77;80;71;91;73;91;77;54;85;57;77;63;48;63;75;76;82;45;54;52
1796;193897;J. Ananidze;25;75;CAM;70;70;57;78;62;76;73;74;69;72;84;67;90;69;90;74;73;77;27;73;49;32;68;75;72;65;32;45;39
1797;194665;S. Ilsanker;29;75;RDM;39;45;72;71;43;50;41;33;64;58;38;77;34;78;38;70;60;78;84;62;89;82;46;56;37;62;72;79;79
1798;216939;A. Blake;27;75;GK;12;13;24;32;11;11;24;12;33;28;43;49;48;71;42;14;70;41;68;11;27;15;12;11;19;55;14;14;13
1799;230507;Nicholas Aldair;26;75;RS;66;75;72;74;74;72;63;59;58;75;59;77;63;72;60;78;69;83;77;73;67;40;72;69;74;83;23;37;46
1800;235883;R. Sessegnon;18;75;LM;71;75;55;74;55;74;54;31;63;76;85;87;79;75;85;67;66;78;55;57;60;67;77;71;61;79;66;68;62
1801;230252;Jorginhson;26;75;RDM;50;61;71;70;41;75;75;55;75;73;71;72;78;77;77;51;52;74;66;56;72;76;55;77;61;67;78;77;76
1802;239212;Carlitos;28;75;ST;63;75;59;70;68;78;74;82;63;75;88;80;81;80;87;71;69;73;69;73;71;37;74;70;70;83;24;13;19
1803;178284;L. Nguyen;31;75;LCM;67;70;42;76;68;75;75;72;72;74;74;68;78;70;74;73;45;65;60;71;63;43;71;76;76;73;48;44;34
1804;240493;A. Paschalakis;28;75;GK;12;12;17;22;12;18;16;12;25;11;53;47;51;76;59;18;61;34;76;12;41;15;4;45;30;59;19;15;14
1805;202350;Fabr°cio;28;75;ST;64;78;68;66;76;76;75;72;61;78;66;68;80;77;70;78;81;82;74;69;73;51;75;69;71;74;25;27;30
1806;226414;M. Coco;22;75;RM;75;71;59;76;68;78;60;36;64;76;86;86;82;69;71;69;60;60;63;68;49;50;73;67;59;69;29;44;32
1807;197231;K. Babacar;25;75;ST;50;75;74;64;76;72;64;60;46;76;70;75;71;70;59;79;76;65;78;62;58;20;77;48;77;70;43;26;24
1808;214639;Postigo;29;75;CB;42;44;70;66;36;52;30;26;70;65;59;64;63;68;54;56;79;67;83;34;75;74;30;48;45;72;79;75;74
1809;230767;Renato Sanches;20;75;CM;60;65;64;76;68;77;59;68;70;77;79;77;76;72;90;85;79;86;76;77;90;69;70;67;68;67;73;70;64
1810;190576;M. Caruzzo;33;75;RCB;46;41;77;65;21;32;55;64;60;65;43;53;72;75;39;28;76;81;80;25;81;75;45;60;57;71;72;74;72
1811;235634;G. Konan;22;75;LB;71;43;60;71;58;78;73;32;64;76;85;79;77;74;75;57;69;90;66;46;70;71;70;67;41;77;67;75;69
1812;224883;S. MouniÇ;23;75;RS;60;74;84;67;69;64;52;41;59;70;66;70;60;71;54;78;83;66;83;65;78;42;76;61;65;67;35;35;40
1813;209781;P. Capelle;31;75;LWB;76;68;55;75;79;76;75;77;73;76;74;75;78;75;67;74;69;78;67;78;71;74;77;73;63;64;69;68;67
1814;230005;T. Davies;20;75;CM;66;64;57;80;42;76;58;61;74;77;69;66;74;69;72;70;56;74;68;58;83;63;70;76;49;75;64;69;66
1815;177525;N. Dirar;32;75;RM;74;62;47;74;62;77;75;62;65;78;78;80;76;73;65;70;77;75;77;68;70;55;75;69;52;74;58;51;50
1816;198006;J. Toornstra;29;75;CAM;75;75;65;77;74;71;74;73;75;74;63;68;67;75;72;82;53;92;70;77;69;50;75;73;56;77;67;56;53
1817;207734;Paulinho;23;75;LCM;66;69;47;77;64;73;67;68;69;74;73;68;87;70;90;60;71;70;35;67;38;40;78;79;65;76;23;30;20
1818;209782;S. Larsson;25;75;LW;68;68;40;72;66;82;77;78;70;80;74;74;83;70;76;77;50;72;64;79;47;52;69;74;55;74;29;42;25
1819;225144;P. Tau;24;75;RW;75;85;52;75;69;80;76;63;56;83;79;76;72;73;88;68;47;60;36;72;40;29;82;77;68;79;38;35;25
1820;236920;J. Kluivert;19;75;LW;69;70;52;68;67;82;72;58;54;78;91;88;85;67;83;77;66;69;61;76;66;25;65;72;66;74;47;32;27
1821;171896;H. Ayala;31;75;RCB;61;52;71;66;46;51;46;41;62;64;55;67;63;77;44;65;67;74;75;57;64;74;44;55;55;75;78;78;76
1822;231545;Miguel Silva;23;75;GK;12;5;14;26;9;8;11;13;20;11;48;50;30;74;33;21;72;27;58;6;20;7;8;40;13;37;16;14;14
1823;213114;D. Rol†n;25;75;ST;73;77;66;74;66;76;66;70;62;74;74;78;77;78;69;74;72;68;66;63;64;34;79;74;75;69;52;33;35
1824;222331;L. Klostermann;22;75;RB;65;45;72;71;33;65;37;22;55;70;79;90;63;72;60;51;82;74;74;31;62;75;63;53;26;63;74;74;72
1825;225659;G. Rodr°guez;23;75;LCM;59;41;65;75;47;59;49;42;72;72;53;57;54;62;52;59;45;75;81;55;83;78;50;62;53;65;75;76;73
1826;222077;M. Locatelli;20;75;CDM;66;54;68;78;64;73;64;60;72;79;63;65;67;68;54;76;59;75;69;72;68;75;54;75;60;66;76;74;70
1827;189053;F. Caputo;30;75;LS;50;77;72;66;74;72;58;54;52;70;85;88;86;70;77;73;92;74;74;66;50;14;75;55;77;75;40;20;11
1828;221310;A. Roa;25;75;LM;77;63;57;76;42;79;72;63;66;77;79;81;86;65;74;58;75;66;57;59;58;44;65;74;58;69;45;56;40
1829;194174;Keko;26;75;RM;77;68;34;75;69;75;73;69;73;76;75;71;75;75;73;67;64;55;67;68;54;59;73;78;66;68;47;53;43
1830;200831;A. El Khayati;29;75;CAM;71;74;46;72;68;77;77;72;69;78;74;73;69;67;69;75;66;75;71;76;61;34;70;78;77;67;45;33;32
1831;210047;F. SchÑr;26;75;CB;65;60;79;73;53;64;65;66;74;69;60;50;64;75;61;76;88;69;77;65;72;76;66;68;78;70;73;74;73
1832;238463;A. Haidara;20;75;RCM;68;65;50;75;57;75;75;60;73;75;79;77;76;77;74;75;76;81;69;74;62;71;74;75;62;78;59;69;66
1833;219777;Chema Rodr°guez;26;75;CB;48;55;70;69;72;54;36;33;67;67;70;68;68;71;61;75;78;70;76;56;80;75;34;54;48;65;72;76;76
1834;170369;G. dos Santos;29;75;CF;71;72;61;77;75;78;73;77;66;78;85;84;88;72;91;76;58;62;44;73;53;28;71;71;70;72;34;28;23
1835;202882;T. Bifouma;26;75;LM;67;72;58;67;62;77;50;45;56;77;93;94;92;72;73;81;91;67;71;64;64;34;71;65;56;62;24;23;19
1836;230274;Dani Rochelinhas;26;75;CAM;66;64;51;74;61;75;72;73;71;76;81;72;82;74;67;55;51;71;54;62;57;41;77;76;71;78;26;33;32
1837;202115;M. Ostrzolek;28;75;LB;72;36;60;71;49;73;60;47;69;76;77;75;77;74;76;66;67;78;65;43;74;69;59;59;60;71;71;76;77
1838;217731;Sandro;22;75;ST;65;77;62;68;74;75;81;77;49;81;74;69;82;73;79;81;70;57;66;75;62;33;77;56;69;65;25;25;24
1839;178051;L. Deaux;29;75;CDM;59;51;68;76;32;65;52;41;74;71;51;63;58;69;52;66;67;87;80;54;80;71;65;69;48;70;72;76;73
1840;194947;J. Vukovi?;30;75;LCB;56;27;80;63;17;48;38;58;61;58;48;40;40;70;31;74;76;60;89;70;79;74;32;45;44;74;74;76;71
1841;132740;J. Hansen;33;75;GK;18;13;13;44;11;12;16;12;49;35;41;42;48;73;64;12;71;44;68;13;31;27;12;68;20;58;28;14;15
1842;216452;Gonáalo Paciància;23;75;ST;29;77;68;65;78;79;67;41;47;76;62;65;70;74;74;77;66;75;78;73;83;37;75;65;80;81;15;30;23
1843;229764;C¢rdoba;21;75;LW;73;70;51;75;45;81;63;38;65;75;85;82;86;60;78;70;68;66;65;73;68;35;70;69;71;72;67;62;62
1844;190854;P. Pekar°k;31;75;RB;73;29;44;74;35;73;67;39;64;76;72;73;73;76;76;56;63;69;65;30;65;75;54;49;49;73;79;78;81
1845;198023;Ximo Navarro;28;75;LCB;70;36;71;74;25;65;61;42;61;72;71;76;69;69;72;64;84;88;70;55;80;74;62;59;48;67;71;74;76
1846;179591;Pablo Hern†ndez;33;75;RM;75;73;56;72;64;74;81;77;69;79;72;70;79;68;82;74;67;74;55;73;54;58;71;81;70;78;40;38;45
1847;192904;G. Kashia;30;75;RCB;54;23;79;69;13;55;40;39;66;67;49;60;54;66;58;43;79;73;82;17;80;75;30;56;51;70;74;73;72
1848;165769;C†ssio;37;75;GK;11;11;12;25;14;12;12;13;22;22;34;40;45;72;45;24;70;30;64;11;40;22;13;60;24;59;18;17;14
1849;172425;S. Bamba;33;75;LCB;27;27;76;59;16;58;34;16;53;57;53;55;32;65;32;51;65;52;89;15;82;79;24;38;19;64;72;75;74
1850;176009;S. Kums;30;75;LCM;74;57;52;79;67;73;74;73;76;78;63;63;75;73;78;72;61;69;63;72;71;73;64;75;76;76;74;72;68
1851;224394;F†bio Martins;24;75;LM;75;68;69;71;65;83;77;58;66;79;78;75;86;76;77;80;74;63;65;83;71;44;69;73;70;84;37;48;52
1852;188042;M. Su†rez;30;75;ST;70;72;61;73;72;77;72;70;68;75;69;67;74;76;67;72;63;42;65;71;33;18;76;76;67;77;27;28;23
1853;209547;S. Mitrovi?;28;75;CB;38;22;78;59;28;51;29;33;57;62;48;47;46;70;43;61;63;67;78;38;80;72;31;43;35;70;78;78;75
1854;164491;D. Aogo;31;75;CM;76;40;68;77;65;74;79;73;72;74;67;77;72;72;66;74;71;74;76;66;72;74;67;72;64;74;76;71;75
1855;210828;B. Engels;23;75;RCB;48;54;79;70;27;53;29;36;73;65;53;65;51;74;33;46;74;69;76;26;76;75;47;61;35;75;71;76;74
1856;213388;F. Tait;25;75;LM;75;68;42;77;63;79;70;66;72;76;77;72;74;74;79;70;52;72;51;72;56;27;73;76;53;74;30;36;33
1857;238476;D. Zagadou;19;75;CB;46;26;77;71;25;49;37;25;55;54;52;69;47;70;34;56;64;61;87;24;75;70;31;42;30;68;71;81;75
1858;188556;M. DiamÇ;31;75;RCM;62;64;71;77;70;76;69;29;69;74;67;68;70;75;69;85;69;79;79;73;82;79;69;67;63;73;68;82;73
1859;205966;A. Younes;24;75;LW;56;58;44;77;62;88;78;59;57;84;84;75;84;77;92;55;37;79;50;56;55;42;74;76;58;69;30;43;25
1860;210831;B. Verstraete;24;75;LCM;69;48;67;72;44;64;59;68;75;70;79;67;81;69;75;73;87;87;71;59;88;78;54;68;76;69;72;73;73
1861;211856;K. Akpoguma;23;75;RCB;60;45;70;65;35;59;31;27;60;63;69;78;54;73;51;70;55;67;78;38;69;74;45;38;48;60;77;78;76
1862;219792;B. Santamaria;23;75;LCM;64;65;60;78;42;76;48;49;78;78;63;65;73;68;69;62;69;75;63;62;66;69;63;74;46;65;74;74;75
1863;46736;E. Moretti;37;75;LCB;51;16;75;59;27;49;52;33;56;64;48;34;48;64;65;56;73;39;68;39;74;84;31;31;49;73;80;77;76
1864;193425;H. Behrens;28;75;RDM;54;68;81;74;62;69;52;40;68;73;67;69;66;76;62;78;84;92;79;76;77;79;72;69;58;71;73;76;73
1865;215698;M. Maignan;22;75;GK;18;13;17;36;16;22;14;16;27;24;44;43;39;72;55;19;72;28;76;20;17;24;14;50;15;55;14;12;19
1866;231826;Y. Karamoh;19;75;RM;67;68;65;70;66;80;67;44;63;79;84;79;73;70;65;69;68;72;61;70;50;29;72;70;65;65;23;31;26
